MergeSort
Elements, Best, Worst, Average
380, 9484.940430, 9410.958984, 9558.207031
381, 9511.833008, 9424.585938, 9535.800781
382, 9509.913086, 9494.448242, 9528.700195
383, 9561.021484, 9496.544922, 9513.080078
384, 9547.592773, 9634.833984, 9541.587891
385, 9632.948242, 9540.972656, 9594.627930
386, 9713.303711, 9630.487305, 9686.893555
387, 9684.410156, 9665.548828, 9694.320313
388, 9727.291016, 9660.554688, 9689.751953
389, 9791.728516, 9674.845703, 9833.025391
390, 9751.963867, 9711.323242, 9746.382813
391, 9787.595703, 9671.652344, 9731.857422
392, 9950.930664, 9803.385742, 9772.875977
393, 9907.473633, 9771.967773, 9799.716797
394, 9859.347656, 9857.646484, 9889.022461
395, 9895.674805, 9905.445313, 9921.482422
396, 9945.248047, 9873.214844, 9902.166992
397, 9929.904297, 9866.940430, 9903.367188
398, 9939.490234, 9895.504883, 10034.556641
399, 9999.969727, 9942.860352, 9995.505859
400, 10033.596680, 9956.685547, 10007.541016
401, 10031.128906, 9958.638672, 10035.984375
402, 10080.123047, 9968.094727, 10065.718750
403, 10187.982422, 10047.388672, 10042.221680
404, 10204.507813, 10070.558594, 10134.992188
405, 10202.100586, 10268.576172, 10176.779297
406, 10253.140625, 10167.458008, 10173.298828
407, 10222.793945, 10168.975586, 10224.128906
408, 10282.640625, 10191.178711, 10232.682617
409, 10242.185547, 10386.467773, 10286.078125
410, 10287.448242, 10333.577148, 10211.017578
411, 10385.255859, 10354.897461, 10322.301758
412, 10397.916016, 10335.369141, 10411.129883
413, 10443.741211, 10265.697266, 10407.783203
414, 10586.704102, 10426.939453, 10468.018555
415, 10478.269531, 10376.654297, 10419.192383
416, 10480.427734, 10395.705078, 10430.549805
417, 10394.693359, 10429.760742, 10464.755859
418, 10525.119141, 10505.436523, 10502.775391
419, 10566.402344, 10565.072266, 10608.557617
420, 10619.250000, 10549.926758, 10617.646484
421, 10653.654297, 10688.921875, 10588.205078
422, 10603.465820, 10608.072266, 10619.990234
423, 10654.457031, 10620.517578, 10649.700195
424, 10700.115234, 10634.491211, 10646.939453
425, 10994.311523, 10652.779297, 10691.583984
426, 10832.670898, 10666.547852, 10740.938477
427, 10763.607422, 10689.444336, 10747.533203
428, 10814.551758, 10750.963867, 10798.072266
429, 10822.134766, 10714.905273, 10876.626953
430, 10952.083008, 10845.970703, 10909.472656
431, 10894.597656, 10830.206055, 10862.947266
432, 11188.570313, 10927.380859, 10979.694336
433, 10981.096680, 10926.627930, 11037.169922
434, 11023.059570, 10912.842773, 11012.067383
435, 11090.265625, 10951.193359, 11010.567383
436, 11084.416016, 10973.119141, 11050.498047
437, 11077.671875, 11055.032227, 11023.870117
438, 11108.028320, 11136.523438, 11045.896484
439, 11192.252930, 11084.762695, 11158.849609
440, 11158.014648, 11113.326172, 11200.025391
441, 11343.280273, 11339.103516, 11315.932617
442, 11290.528320, 11177.361328, 11224.064453
443, 11300.222656, 11189.055664, 11253.275391
444, 11263.042969, 11209.205078, 11250.957031
445, 11325.184570, 11298.891602, 11310.026367
446, 11329.177734, 11326.297852, 11362.721680
447, 11357.126953, 11316.849609, 11397.962891
448, 11397.341797, 11302.855469, 11399.426758
449, 11615.673828, 11344.965820, 11433.903320
450, 11456.817383, 11377.227539, 11405.480469
451, 11472.122070, 11429.302734, 11443.617188
452, 11512.922852, 11469.530273, 11590.221680
453, 11526.623047, 11675.722656, 11520.931641
454, 11649.953125, 11581.282227, 11505.943359
455, 11620.865234, 11926.357422, 11564.524414
456, 11680.926758, 11633.865234, 11568.652344
457, 11623.373047, 11609.957031, 11641.875000
458, 11781.987305, 11927.246094, 11789.466797
459, 11695.279297, 11671.645508, 11711.506836
460, 11754.197266, 11736.865234, 11700.161133
461, 11705.949219, 11666.585938, 11761.625977
462, 11878.174805, 11711.357422, 11800.221680
463, 11796.077148, 11709.645508, 11788.632813
464, 11827.907227, 11748.763672, 11779.604492
465, 11859.460938, 11979.786133, 11861.470703
466, 11879.265625, 11848.877930, 11857.136719
467, 11871.486328, 11887.918945, 12043.434570
468, 11918.358398, 11854.801758, 11956.721680
469, 11944.016602, 11931.490234, 11999.441406
470, 11981.271484, 11944.929688, 11950.963867
471, 12628.466797, 11925.191406, 12228.267578
472, 12173.587891, 12013.337891, 12083.116211
473, 12105.028320, 12038.164063, 12056.681641
474, 12168.693359, 12101.005859, 12067.177734
475, 12181.520508, 12132.069336, 12173.697266
476, 12270.901367, 12044.267578, 12088.968750
477, 12148.790039, 12146.116211, 12203.256836
478, 12176.219727, 12249.710938, 12363.514648
479, 12348.051758, 12283.451172, 12224.420898
480, 12269.945313, 12359.505859, 12221.831055
481, 12211.724609, 12203.021484, 12280.092773
482, 12375.852539, 12363.601563, 12333.539063
