BucketSort
Elements, Best, Worst, Average
208, 1639.224243, 1640.855469, 1633.910889
209, 1661.352295, 1667.235596, 1665.861084
210, 1667.665283, 1681.523438, 1654.586182
211, 1667.166626, 1749.582397, 1766.618530
212, 1712.416748, 1720.778076, 1797.291748
213, 1674.971680, 1704.487671, 1681.929077
214, 1671.997314, 1679.168701, 1670.772827
215, 1684.579712, 1692.396851, 1685.627319
216, 1715.877930, 1704.829834, 1698.552734
217, 1749.847656, 1742.532837, 1754.045288
218, 1730.964600, 1730.323486, 1722.994507
219, 1838.696533, 1881.282471, 1773.269531
220, 1757.469482, 1757.098267, 1755.076904
221, 1812.416992, 1818.269775, 1833.837646
222, 1750.471680, 1746.846924, 1749.453735
223, 1742.027100, 1747.284790, 1747.195313
224, 1835.232788, 1844.688232, 1844.329712
225, 1818.003174, 1812.988892, 1809.963135
226, 1776.470459, 1771.718750, 1772.436279
227, 1782.707031, 1775.332031, 1772.813721
228, 1791.100586, 1855.473022, 1893.181396
229, 1797.239990, 1822.507202, 1829.158203
230, 1798.564087, 1820.160889, 1808.085938
231, 1850.186279, 1833.316040, 1850.618530
232, 1878.448608, 1901.861694, 1913.181885
233, 1849.764893, 1842.246338, 1833.988281
234, 1858.526611, 1830.444702, 1829.058838
235, 1833.562744, 1827.824463, 1831.505859
236, 1838.356201, 1851.812500, 1866.290649
237, 1858.525635, 1856.021240, 1850.689209
238, 1875.372681, 1856.922241, 1857.028931
239, 1865.457031, 1868.882202, 1875.262939
240, 2045.875732, 2135.478027, 2190.666260
241, 2220.667480, 2339.177734, 2219.746582
242, 2218.196777, 2088.407715, 2037.794922
243, 1950.999390, 1923.100830, 1928.709351
244, 1954.029907, 2006.519897, 1944.850830
245, 1928.022827, 1938.922241, 1931.285156
246, 1918.522461, 1923.472290, 1920.708374
247, 1923.452515, 1926.057251, 1923.460693
248, 1977.075439, 2033.365845, 1951.666016
249, 1960.867554, 1954.246704, 1945.666626
250, 2004.566772, 1970.934326, 1951.886719
251, 2006.046509, 1974.873413, 1968.208618
252, 2015.004883, 1967.217163, 2015.280640
253, 1995.040405, 1974.491577, 2009.727905
254, 1979.683960, 1978.939209, 1992.982788
255, 2000.808350, 2006.603882, 2015.228149
256, 2001.750732, 1992.850220, 2010.753174
257, 2209.274902, 2173.664795, 2350.245361
258, 2051.037598, 2058.166504, 2066.304443
259, 2061.993652, 2061.456787, 2096.470459
260, 2042.089233, 2025.285767, 2028.347290
261, 2039.468994, 2034.468506, 2039.344727
262, 2048.656738, 2072.216797, 2045.314453
263, 2070.285645, 2101.171631, 2078.391602
264, 2065.038574, 2057.666992, 2066.839111
265, 2063.943848, 2063.606689, 2068.563965
266, 2172.024414, 2174.830566, 2226.266357
267, 2252.952393, 2114.032959, 2182.816650
268, 2115.535156, 2105.133301, 2098.111572
269, 2111.523438, 2115.453369, 2147.771240
270, 2211.762451, 2139.975342, 2164.037109
271, 2171.796387, 2134.857666, 2155.823730
272, 2158.389893, 2153.075684, 2155.412598
273, 2197.098877, 2182.817627, 2175.091309
274, 2266.389893, 2204.611816, 2210.959229
275, 2172.948975, 2171.150879, 2154.686035
276, 2180.814941, 2243.685059, 2169.918701
277, 2216.281738, 2197.838623, 2378.081787
278, 2171.328369, 2170.134033, 2188.878418
279, 2170.853027, 2173.523438, 2174.467773
280, 2190.015137, 2204.112061, 2223.786621
281, 2211.851563, 2202.451172, 2199.658691
282, 2197.775146, 2202.725098, 2202.976074
283, 2296.967529, 2327.132568, 2296.437744
284, 2313.166992, 2270.053223, 2270.573730
285, 2273.026855, 2281.385254, 2248.407471
286, 2358.792480, 2366.668701, 2350.050781
287, 2342.729004, 2356.216797, 2363.014893
288, 2259.322754, 2256.501709, 2256.121582
289, 2248.962402, 2252.739990, 2258.072021
290, 2311.526367, 2282.093750, 2309.207520
291, 2287.702637, 2271.199219, 2278.180664
292, 2273.130371, 2274.699951, 2290.648193
293, 2291.792969, 2352.549805, 2323.444824
294, 2352.649170, 2317.344971, 2428.324463
295, 2304.614746, 2305.964355, 2317.302490
296, 2345.751465, 2324.476318, 2323.690186
297, 2352.215332, 2323.947754, 2342.198975
298, 2340.911621, 2346.894775, 2333.800049
299, 2336.631348, 2330.709473, 2337.569824
300, 2414.873047, 2387.100830, 2341.807129
301, 2408.997559, 2464.119873, 2350.840576
302, 2372.369629, 2372.911865, 2355.724121
303, 2379.066895, 2418.691162, 2397.382568
304, 2826.656738, 2665.388916, 2672.918457
305, 2605.405762, 2746.789063, 2686.911865
306, 2542.160645, 2546.469238, 2511.121094
307, 2456.456055, 2471.177002, 2451.512207
308, 3373.155518, 3151.767578, 3144.341064
309, 2589.445557, 2577.257080, 2632.284180
310, 2530.294678, 2475.255615, 2477.288330
311, 2626.809814, 2745.765625, 2705.118652
312, 2807.470947, 2840.106689, 2779.211914
313, 3339.097168, 3442.980469, 3340.011230
314, 3786.929688, 4069.218018, 3871.731201
315, 3642.032715, 3486.791748, 3337.632813
316, 3283.623535, 3821.019531, 3455.083252
317, 3079.012451, 2925.582031, 2969.268066
318, 2807.021240, 2707.107910, 2974.686768
319, 3157.062012, 3163.800781, 2981.708740
320, 2897.486328, 2767.069824, 2867.490723
321, 2881.048828, 2795.676758, 2764.089111
322, 2899.224854, 2960.147705, 2888.748779
323, 3314.472656, 3169.884766, 3082.654785
324, 3053.527344, 3156.298340, 3020.665527
325, 3097.112549, 3048.489746, 3003.546387
326, 3020.111084, 3032.788818, 2910.604736
327, 4521.360840, 4386.039063, 3834.630859
328, 4122.366211, 4546.383789, 4347.873047
329, 3376.246582, 3707.488281, 3399.257324
330, 3660.394531, 3730.748779, 3657.855469
331, 3566.669434, 3453.024902, 3830.105469
332, 3631.687012, 3649.922363, 3851.610596
333, 3455.198730, 3436.531982, 3313.651123
334, 3391.929688, 3084.553223, 3138.034912
335, 2987.203125, 2972.645508, 2956.103271
336, 3445.090332, 3492.124512, 3497.910645
337, 3118.108887, 3088.332520, 2913.650879
338, 3435.041016, 3179.333252, 3207.994873
339, 3107.374268, 3007.043457, 3228.589355
340, 2776.357422, 2773.284668, 2786.419189
341, 2969.735840, 2806.798584, 2850.802002
342, 2974.103760, 2933.629639, 2893.689941
343, 2754.420410, 2773.792969, 2775.729004
344, 2804.932129, 2795.129150, 2843.302979
345, 2723.603271, 2741.123047, 2736.900146
346, 2765.660400, 2770.592285, 2714.450195
347, 2762.056152, 2747.169189, 2740.314697
348, 2755.325439, 2771.566895, 2733.661621
