BubbleSort
Elements, Best, Worst, Average
434, 69345.242188, 110557.046875, 89326.601563
435, 70054.734375, 112014.046875, 89564.960938
436, 70368.562500, 111822.476563, 89768.953125
437, 70527.296875, 112490.914063, 90579.187500
438, 70708.640625, 112650.976563, 90781.687500
439, 71230.898438, 113966.203125, 91513.968750
440, 71323.710938, 113491.210938, 91683.234375
441, 71748.289063, 114061.226563, 92760.859375
442, 72098.656250, 114941.585938, 93025.835938
443, 72445.695313, 115230.000000, 93151.953125
444, 72698.890625, 116205.398438, 93522.484375
445, 73018.531250, 116380.835938, 94125.906250
446, 73374.820313, 116955.859375, 94494.992188
447, 75523.546875, 123213.148438, 97083.546875
448, 74494.773438, 118896.648438, 95804.828125
449, 74404.023438, 118592.265625, 95982.054688
450, 75230.898438, 119413.726563, 96301.421875
451, 75269.460938, 119828.273438, 96698.562500
452, 75417.953125, 120100.125000, 96738.546875
453, 76002.835938, 120501.484375, 97155.507813
454, 76067.898438, 121495.578125, 97493.289063
455, 76369.468750, 121906.398438, 97794.296875
456, 77256.203125, 122405.710938, 98311.578125
457, 77057.523438, 122783.453125, 98828.226563
458, 77263.796875, 123108.000000, 99196.953125
459, 78477.562500, 123820.578125, 99692.328125
460, 78332.765625, 125003.328125, 100202.781250
461, 78532.703125, 126173.765625, 100504.226563
462, 78796.671875, 126216.648438, 101235.554688
463, 79014.703125, 126215.585938, 101562.218750
464, 79614.343750, 126516.328125, 101720.640625
465, 79830.984375, 127250.171875, 102077.507813
466, 79940.890625, 127605.062500, 102438.554688
467, 80343.031250, 128034.335938, 102722.007813
468, 80810.960938, 128616.875000, 103527.421875
469, 81088.953125, 129083.210938, 103676.296875
470, 81455.507813, 129759.648438, 104199.140625
471, 81628.976563, 130248.101563, 104642.171875
472, 82172.085938, 131005.601563, 105398.734375
473, 82376.140625, 131480.843750, 105664.671875
474, 83054.984375, 132548.718750, 106700.523438
475, 83854.656250, 132559.156250, 106413.796875
476, 83790.515625, 133168.968750, 107069.101563
477, 83821.140625, 134407.421875, 108139.164063
478, 84362.851563, 134817.812500, 108529.484375
479, 84481.445313, 134829.531250, 108519.578125
480, 84904.265625, 135406.703125, 109177.789063
481, 86607.796875, 136022.796875, 109243.601563
482, 85739.187500, 136619.453125, 109887.914063
483, 85966.000000, 138572.375000, 110221.421875
484, 86464.984375, 137763.218750, 110573.101563
485, 86900.593750, 138360.906250, 110952.109375
486, 87256.687500, 139391.062500, 112050.273438
487, 87493.679688, 139859.531250, 111782.328125
488, 87814.148438, 139783.500000, 112729.523438
489, 88517.500000, 140605.593750, 112809.609375
490, 88551.117188, 141214.000000, 113417.421875
491, 89122.007813, 141581.984375, 113712.164063
492, 89131.000000, 142264.171875, 113965.414063
493, 89704.421875, 142843.828125, 114670.609375
494, 90061.296875, 143424.359375, 115112.101563
495, 90357.054688, 144088.515625, 115820.875000
496, 91332.429688, 145215.171875, 116603.539063
497, 91202.757813, 145495.343750, 116731.500000
498, 92330.062500, 146128.671875, 117481.289063
499, 91783.718750, 146451.671875, 117842.437500
