0, 0.6
1, 0.8
1, 1.1
2, 1.4
3, 1.7
5, 1.9
8, 2.2
13, 2.5
21, 2.8
34, 3
55, 3.3
89, 3.6
144, 4
233, 4.2
377, 4.5
610, 4.8
987, 5
1597, 5.3
2584, 5.6
4181, 5.8
6765, 6.1
10946, 6.4
17711, 6.6
28657, 6.9
46368, 7.2
75025, 7.5
121393, 7.8
196418, 8.1
317811, 8.4
514229, 8.7
832040, 9
1346269, 9.3
2178309, 9.6
3524578, 9.9
5702887, 10.2
9227465, 10.5
14930352, 10.9
24157817, 11.2
39088169, 11.6
63245986, 12
